pollinatorFamily,pollinatorName
Crambidae,Nomophila noctuella
Crambidae,Ostrinia nubilalis
Crambidae,Palpita vitrealis
Crambidae,Patania ruralis
Crambidae,Pyrausta acontialis
Crambidae,Pyrausta aerealis
Crambidae,Pyrausta alpinalis
Crambidae,Pyrausta aurata
Crambidae,Pyrausta despicata
Crambidae,Pyrausta falcatalis
Crambidae,Pyrausta nigrata
Crambidae,Pyrausta ostrinalis
Crambidae,Pyrausta purpuralis
Crambidae,Pyrausta sanguinalis
Crambidae,Scoparia aequipennalis
Crambidae,Sitochroa palealis
Crambidae,Spoladea recurvalis
Crambidae,Udea ferrugalis
Crambidae,Udea lutealis
Crambidae,Uresiphita polygonalis
Cryptophagidae,Antherophagus
Culicidae,Aedes
Culicidae,Aedes albopictus
Culicidae,Aedes geniculatus
Culicidae,Culex pipiens
Culicidae,Culicidae
Curculionidae,Anthonomus rubi
Curculionidae,Archarius pyrrhoceras
Curculionidae,Archarius salicivorus
Curculionidae,Attactagenus dispar
Curculionidae,Brachypterus
Curculionidae,Ceuthorrhynchus pollinarius
Curculionidae,Ceutorhynchus
Curculionidae,Ceutorhynchus contractus
Curculionidae,Ceutorhynchus erysimi
Curculionidae,Ceutorhynchus obstrictus
Curculionidae,Ceutorhynchus pallidactylus
Curculionidae,Cleopomiarus graminis
Curculionidae,Cleopomiarus plantarum
Curculionidae,Coeliodes transversealbofasciatus
Curculionidae,Curculio glandium
Curculionidae,Curculio venosus
Curculionidae,Curculionidae
Curculionidae,Hypera meles
Curculionidae,Larinus
Curculionidae,Larinus maurus
Curculionidae,Larinus ochreatus
Curculionidae,Larinus sturnus
Curculionidae,Larinus turbinatus
Curculionidae,Limnobaris
Curculionidae,Limobius borealis
Curculionidae,Liparus coronatus
Curculionidae,Lixus paraplecticus
Curculionidae,Lixus pulverulentus
Curculionidae,Malvaevora timida
Curculionidae,Mecinus pascuorum
Curculionidae,Miarus campanulae
Curculionidae,Mogulones geographicus
Curculionidae,Mononychus punctumalbum
Curculionidae,Otiorhynchus lugens
Curculionidae,Pantomorus cervinus
Curculionidae,Phyllobius
Curculionidae,Phyllobius oblongus
Curculionidae,Phyllobius pyri
Curculionidae,Phyllobius roboretanus
Curculionidae,Phyllobius virideaeris
Curculionidae,Phyllobius viridicollis
Curculionidae,Polydrusus formosus
Curculionidae,Polydrusus pilosulus
Curculionidae,Rhinoncus perpendicularis
Curculionidae,Sciaphobus
Curculionidae,Sibinia sodalis
Curculionidae,Sitona lineatus
Curculionidae,Sitona obsoletus
Curculionidae,Sitona puncticollis
Curculionidae,Smicronyx
Curculionidae,Sphenomorpha aenea
Curculionidae,Strophosomus capitatus
Curculionidae,Strophosomus melanogrammus
Curculionidae,Tychius
Curculionidae,Zacladus geranii
Cynipidae,Cynips
Cynipidae,Fumariphilus versicolor
Dascillidae,Dascillus cervinus
Dasytidae,Aplocnemus limbipennis
Dasytidae,Danacea pygmaea
Dasytidae,Danacea ziczac
Dasytidae,Dasytidae
Delphacidae,Delphacidae
Depressariidae,Depressaria apiella
Dermestidae,Anthrenus
Dermestidae,Anthrenus angustefasciatus
Dermestidae,Anthrenus coloratus
Dermestidae,Anthrenus festivus
Dermestidae,Anthrenus fuscus
Dermestidae,Anthrenus goliath
Dermestidae,Anthrenus isabellinus
Dermestidae,Anthrenus munroi
Dermestidae,Anthrenus museorum
Dermestidae,Anthrenus pimpinellae
Dermestidae,Anthrenus querneri
Dermestidae,Anthrenus scrophulariae
Dermestidae,Anthrenus verbasci
Dermestidae,Attagenus
Dermestidae,Attagenus rossii
Dermestidae,Attagenus tigrinus
Dermestidae,Attagenus trifasciatus
Dermestidae,Dermestes undulatus
Dermestidae,Dermestidae
Dermestidae,Globicornis
Dermestidae,Globicornis bifasciata
Dermestidae,Orphilus niger
Dermestidae,Telopes abbreviatus
Dermestidae,Telopes undatus
Dermestidae,Trogoderma
Dolichopodidae,Argyra argentina
Dolichopodidae,Chrysotus
Dolichopodidae,Chrysotus cilipes
Dolichopodidae,Chrysotus monochaetus
Dolichopodidae,Dolichopodidae
Dolichopodidae,Dolichopus
Dolichopodidae,Dolichopus atratus
Dolichopodidae,Dolichopus caligatus
Dolichopodidae,Dolichopus coloradensis
Dolichopodidae,Dolichopus festivus
Dolichopodidae,Dolichopus nigricornis
Dolichopodidae,Dolichopus pennatus
Dolichopodidae,Dolichopus plumipes
Dolichopodidae,Dolichopus popularis
Dolichopodidae,Dolichopus propinquus
Dolichopodidae,Dolichopus rupestris
Dolichopodidae,Dolichopus signatus
Dolichopodidae,Dolichopus ungulatus
Dolichopodidae,Hercostomus
Dolichopodidae,Hercostomus celer
Dolichopodidae,Hercostomus fugax
Dolichopodidae,Hercostomus germanus
Dolichopodidae,Hercostomus labiatus
Dolichopodidae,Hercostomus nigripennis
Dolichopodidae,Medetera
Dolichopodidae,Microphor anomalus
Dolichopodidae,Nematocera
Dolichopodidae,Ortochile nigrocoerulea
Dolichopodidae,Poecilobothrus nobilitatus
Dolichopodidae,Rhaphium crassipes
Dolichopodidae,Sybistroma parvilamellata
Dolichopodidae,Sympycnus aeneicoxa
Dolichopodidae,Sympycnus strobli
Dolichopodidae,Tachytrechus ammobates
Dolichopodidae,Thrypticus bellus
Dolichopodidae,Xanthochlorus ornatus
Douglasiidae,Klimeschia transversella
Douglasiidae,Tinagma
Douglasiidae,Tinagma balteolella
Douglasiidae,Tinagma perdicella
Drosophilidae,Drosophila busckii
Drosophilidae,Drosophila suzukii
Drosophilidae,Drosophilidae
Drosophilidae,Lordiphosa fenestrarum
Drosophilidae,Scaptomyza
Drosophilidae,Scaptomyza flava
Drosophilidae,Scaptomyza graminum
Drosophilidae,Scaptomyza pallida
Dryomyzidae,Dryomyzidae
Elateridae,Agriotes acuminatus
Elateridae,Agriotes pallidulus
Elateridae,Agriotes sputator
Elateridae,Agrypnus murinus
Elateridae,Ampedus balteatus
Elateridae,Ampedus elongatulus
Elateridae,Ampedus sanguinolentus
Elateridae,Aplotarsus incanus
Elateridae,Athous
Elateridae,Athous flavipennis
Elateridae,Athous haemorrhoidalis
Elateridae,Athous subfuscus
Elateridae,Athous vittatus
Elateridae,Cardiophorus
Elateridae,Cidnopus pilosus
Elateridae,Ctenicera cuprea
Elateridae,Dalopius marginatus
Elateridae,Elateridae
Elateridae,Elathous bicolor
Elateridae,Hemicrepidius hirtus
Elateridae,Prosternon tessellatum
Empididae,Aclonempis
Empididae,Anacrostichus
Empididae,Clinocera
Empididae,Clinocera bipunctata
Empididae,Clinocera stagnalis
Empididae,Coptophlebia
Empididae,Empididae
Empididae,Empididae sp.
Empididae,Empis
Empididae,Empis aemula
Empididae,Empis aestiva
Empididae,Empis albinervis
Empididae,Empis albohirta
Empididae,Empis bicuspidata
Empididae,Empis bistortae
Empididae,Empis borealis
Empididae,Empis caudatula
Empididae,Empis chioptera
Empididae,Empis ciliatopennata
Empididae,Empis contigua
Empididae,Empis diagramma
Empididae,Empis femorata
Empididae,Empis florisomna
Empididae,Empis genualis
Empididae,Empis hirta
Empididae,Empis hoffmannseggii
Empididae,Empis livida
Empididae,Empis lucida
Empididae,Empis lutea
Empididae,Empis maerens
Empididae,Empis melanotricha
Empididae,Empis monticola
Empididae,Empis nigricoma
Empididae,Empis nitida
Empididae,Empis nuntia
Empididae,Empis opaca
Empididae,Empis pennipes
Empididae,Empis picipes
Empididae,Empis planetica
Empididae,Empis praevia
Empididae,Empis punctata
Empididae,Empis rustica
Empididae,Empis scotica
Empididae,Empis scutellata
Empididae,Empis simulium
Empididae,Empis stercorea
Empididae,Empis syrovatkai
Empididae,Empis tessellata
Empididae,Empis testacea
Empididae,Empis umbripes
Empididae,Empis vitripennis
Empididae,Euempis
Empididae,Hilara
Empididae,Hilara brevistyla
Empididae,Hilara canescens
Empididae,Hilara clavipes
Empididae,Hilara maura
Empididae,Hilara pilosa
Empididae,Hilara quadrivittata
Empididae,Hilara scrobiculata
Empididae,Hilara sulcitarsis
Empididae,Holoclera
Empididae,Rhamphomyia
Empididae,Rhamphomyia albosegmentata
Empididae,Rhamphomyia cinerascens
Empididae,Rhamphomyia crassirostris
Empididae,Rhamphomyia galactoptera
Empididae,Rhamphomyia heterochroma
Empididae,Rhamphomyia lamellata
Empididae,Rhamphomyia longipes
Empididae,Rhamphomyia morio
Empididae,Rhamphomyia nigripennis
Empididae,Rhamphomyia nitidula
Empididae,Rhamphomyia obscuripennis
Empididae,Rhamphomyia reflexa
Empididae,Rhamphomyia spinipes
Empididae,Rhamphomyia strobli
Empididae,Rhamphomyia sulcata
Empididae,Rhamphomyia umbripennis
Empididae,Rhamphomyia variabilis
Empididae,Rhamphomyia vesiculosa
Empididae,Wiedemannia
Empusidae,Empusa pennata
Encyrtidae,Copidosoma floridanum
Encyrtidae,Encyrtidae
Encyrtidae,Tyndarichus scaurus
Epermeniidae,Ochromolopis ictella
Ephemerellidae,Serratella ignita
Ephydridae,Discocerina obscurella
Ephydridae,Discomyza incurva
Ephydridae,Ephydra
Ephydridae,Hecamede albicans
Ephydridae,Hydrellia
Ephydridae,Hydrellia griseola
Ephydridae,Hydrellia maura
Ephydridae,Psilopa nitidula
Erebidae,Adrapsa
Erebidae,Amata phegea
Erebidae,Amata ragazzii
Erebidae,Arctia festiva
Erebidae,Arctia villica
Erebidae,Callimorpha dominula
Erebidae,Catocala nupta
Erebidae,Cerocala insana
Erebidae,Collita griseola
Erebidae,Dysauxes ancilla
Erebidae,Dysauxes punctata
Erebidae,Eilema
Erebidae,Empyreuma pugione
Erebidae,Euclidia glyphica
Erebidae,Euplagia quadripunctaria
Erebidae,Herminia grisealis
Erebidae,Hypena obsitalis
Erebidae,Hypena proboscidalis
Erebidae,Leucoma salicis
Erebidae,Lithosia quadra
Erebidae,Macrochilo cribrumalis
Erebidae,Manulea complana
Erebidae,Miltochrista miniata
Erebidae,Nyea lurideola
Erebidae,Pechipogo plumigeralis
Erebidae,Phragmatobia fuliginosa
Erebidae,Phytometra viridaria
Erebidae,Rivula sericealis
Erebidae,Schrankia costaestrigalis
Erebidae,Sphrageidus similis
Erebidae,Spilarctia lutea
Erebidae,Spilosoma lubricipeda
Erebidae,Thumatha senex
Erebidae,Tyria jacobaeae
Erebidae,Tyta luctuosa
Erebidae,Utetheisa pulchella
Erebidae,Zale
Erebidae,Zebeeba falsalis
Ethmiidae,Ethmia chrysopyga
Eulophidae,Aprostocetus
Eulophidae,Aprostocetus aethiops
Eulophidae,Aprostocetus arrabonicus
Eulophidae,Aprostocetus fabicola
Eulophidae,Aprostocetus lachares
Eulophidae,Aprostocetus ligus
Eulophidae,Aprostocetus planiusculus
Eulophidae,Aprostocetus tenuiradialis
Eulophidae,Aprostocetus zoilus
Eulophidae,Asecodes congruens
Eulophidae,Entedon ulicis
Eulophidae,Entedon zanara
Eulophidae,Pnigalio attis
Eulophidae,Sympiesis acalle
Eulophidae,Tetrastichinae sp.
Eulophidae,Tetrastichus
Eumenidae,Alastor antigae
Eumenidae,Antepipona deflenda
Eumenidae,Brachyodynerus quadrimaculatus
Eumenidae,Cephalochilus labiatus
Eumenidae,Chlorodynerus ypsilon rhodius
Eumenidae,Delta unguiculatum
Eumenidae,Euodynerus curictensis
Eumenidae,Euodynerus dantici
Eumenidae,Euodynerus disconotatus
Eumenidae,Euodynerus fastidiosus
Eumenidae,Euodynerus posticus
Eumenidae,Euodynerus reflexus
Eumenidae,Euodynerus variegatus
Eumenidae,Euodynerus velutinus
Eumenidae,Eustenancistrocerus amadanensis
Eumenidae,Gymnomerus laevipes
Eumenidae,Katamenes arbustorum
Eumenidae,Leptochilus alpestris
Eumenidae,Leptochilus cruentatus
Eumenidae,Leptochilus duplicatus
Eumenidae,Leptochilus eatoni
Eumenidae,Leptochilus fortunatus
Eumenidae,Leptochilus limbiferus
Eumenidae,Leptochilus regulus
Eumenidae,Leptochilus replenus
Eumenidae,Microdynerus exilis
Eumenidae,Microdynerus parvulus
Eumenidae,Microdynerus robustus
Eumenidae,Microdynerus rubescens
Eumenidae,Microdynerus timidus
Eumenidae,Onychopterocheilus ornatus alacer
Eumenidae,Pareumenes laminatus
Eumenidae,Parodontodynerus ephippium
Eumenidae,Polistes atrimandibularis
Eumenidae,Polistes biglumis
Eumenidae,Polistes dominula
Eumenidae,Polistes gallicus
Eumenidae,Polistes nimpha
Eumenidae,Polistes semenowi
Eumenidae,Rhynchalastor fastidiosissimus
Eumenidae,Rhynchium oculatum
Eumenidae,Rhynchium oculatum ibericum
Eumenidae,Symmorphus bifasciatus
Eumenidae,Symmorphus gracilis
Eupelmidae,Pentacladia elegans
Eurytomidae,Eurytoma compressa
Eurytomidae,Eurytomidae
Eurytomidae,Tetramesa
Fanniidae,Fannia
Fanniidae,Fannia armata
Fanniidae,Fannia canicularis
Fanniidae,Fannia carbonella
Fanniidae,Fannia fuscula
Fanniidae,Fannia incisurata
Fanniidae,Fannia lustrator
Fanniidae,Fannia mollissima
Fanniidae,Fannia monilis
Fanniidae,Fannia pallitibia
Fanniidae,Fannia postica
Fanniidae,Fannia ringdahlana
Fanniidae,Fannia rondanii
Fanniidae,Fannia scalaris
Fanniidae,Fannia serena
Fanniidae,Fannia similis
Fanniidae,Fannia subsimilis
Fanniidae,Fannia umbratica
Fanniidae,Fannia umbrosa
Fanniidae,Fanniidae
Figitidae,Figitidae
Figitidae,Hexacola hexatoma
Figitidae,Leptopilina heterotoma
Forficulidae,Apterygida albipennis
Forficulidae,Forficula
Forficulidae,Forficula auricularia
Forficulidae,Forficula dentata
Forficulidae,Forficula lesnei
Forficulidae,Forficulidae
Formicidae,Aphaenogaster senilis
Formicidae,Aphaenogaster spinosa
Formicidae,Camponotus
Formicidae,Camponotus aethiops
Formicidae,Camponotus barbaricus
Formicidae,Camponotus cruentatus
Formicidae,Camponotus dalmaticus
Formicidae,Camponotus feae
Formicidae,Camponotus foreli
Formicidae,Camponotus gestroi
Formicidae,Camponotus lateralis
Formicidae,Camponotus micans
Formicidae,Camponotus piceus
Formicidae,Camponotus rufoglaucus
Formicidae,Camponotus sicheli
Formicidae,Camponotus sylvaticus
Formicidae,Cataglyphis hispanicus
Formicidae,Cataglyphis nodus
Formicidae,Cataglyphis ruber
Formicidae,Cataglyphis viaticus
Formicidae,Crematogaster alluaudi
Formicidae,Crematogaster auberti
Formicidae,Crematogaster laestrygon
Formicidae,Crematogaster scutellaris
Formicidae,Crematogaster sordidula
Formicidae,Formica
Formicidae,Formica cunicularia
Formicidae,Formica exsecta
Formicidae,Formica fusca
Formicidae,Formica gagates
Formicidae,Formica lemani
Formicidae,Formica picea
Formicidae,Formica rufa
Formicidae,Formica rufibarbis
Formicidae,Formica sanguinea
Formicidae,Formicidae
Formicidae,Lasius
Formicidae,Lasius alienus
Formicidae,Lasius emarginatus
Formicidae,Lasius grandis
Formicidae,Lasius niger
Formicidae,Linepithema humile
Formicidae,Messor
Formicidae,Monomorium carbonarium
Formicidae,Monomorium salomonis
Formicidae,Myrmica
Formicidae,Myrmica lobicornis
Formicidae,Myrmica rubra
Formicidae,Myrmica ruginodis
Formicidae,Myrmica scabrinodis
Formicidae,Paratrechina longicornis
Formicidae,Pheidole
Formicidae,Pheidole pallidula
Formicidae,Plagiolepis
Formicidae,Plagiolepis pygmaea
Formicidae,Tapinoma
Formicidae,Tapinoma erraticum
Formicidae,Temnothorax
Formicidae,Tetramorium impurum
Gasteruptiidae,Gasteruption
Gasteruptiidae,Gasteruption hastator
Gasteruptiidae,Gasteruption sp.
Gelechiidae,Apodia bifractella
Gelechiidae,Chrysoesthia drurella
Gelechiidae,Gelechia sabinellus
Gelechiidae,Gelechiidae
Gelechiidae,Isophrictis kefersteiniellus
Gelechiidae,Isophrictis lineatellus
Gelechiidae,Isophrictis striatella
Gelechiidae,Nothris lemniscellus
Gelechiidae,Platyedra subcinerea
Geocoridae,Geocoris erythrocephala
Geometridae,Abraxas grossulariata
Geometridae,Abraxas sylvata
Geometridae,Agriopis marginaria
Geometridae,Alcis repandata
Geometridae,Archiearis parthenias
Geometridae,Ascotis fortunata
Geometridae,Ascotis fortunata azorica
Geometridae,Cabera exanthemata
Geometridae,Cabera pusaria
Geometridae,Campaea margaritaria
Geometridae,Camptogramma bilineata
Geometridae,Charissa glaucinaria salvatorensis
Geometridae,Chiasmia clathrata
Geometridae,Cidaria
Geometridae,Colostygia olivata
Geometridae,Colostygia pectinataria
Geometridae,Crocallis albarracina
Geometridae,Dysstroma citrata
Geometridae,Dysstroma truncata
Geometridae,Ematurga atomaria
Geometridae,Ennomos autumnaria
Geometridae,Epione vespertaria
Geometridae,Epirrhoe alternata
Geometridae,Eupithecia centaureata
Geometridae,Eupithecia icterata
Geometridae,Eupithecia linariata
Geometridae,Eupithecia nanata
Geometridae,Eupithecia vulgata
Geometridae,Geometridae
Geometridae,Gnophos furvata
Geometridae,Gymnoscelis rufifasciata
Geometridae,Hydriomena furcata
Geometridae,Hylaea fasciaria
Geometridae,Idaea biselata
Geometridae,Idaea dimidiata
Geometridae,Idaea ochrata
Geometridae,Idaea seriata
Geometridae,Isturgia famula
Geometridae,Isturgia limbaria
Geometridae,Ligdia adustata
Geometridae,Lomaspilis marginata
Geometridae,Lythria cruentaria
Geometridae,Minoa murinata
Geometridae,Odezia atrata
Geometridae,Opisthograptis luteolata
Geometridae,Pelurga comitata
Geometridae,Peribatodes rhomboidaria
Geometridae,Perizoma blandiata
Geometridae,Perizoma verberata
Geometridae,Petrophora chlorosata
Geometridae,Pseudopanthera macularia
Geometridae,Psodos quadrifaria
Geometridae,Rhodometra sacraria
Geometridae,Scopula guancharia
Geometridae,Scopula rubiginata
Geometridae,Scopula sp.
Geometridae,Scotopteryx chenopodiata
Geometridae,Scotopteryx luridata
Geometridae,Selenia dentaria
Geometridae,Selidosema brunnearia
Geometridae,Siona lineata
Geometridae,Thera britannica
Geometridae,Timandra comae
Geometridae,Xanthorhoe
Geometridae,Xanthorhoe decoloraria
Geometridae,Xanthorhoe designata
Geometridae,Xanthorhoe fluctuata
Geometridae,Xanthorhoe montanata
Glaphyridae,Eulasia bicolor dichroa
Glaphyridae,Eulasia bombyliformis
Glaphyridae,Eulasia bombyliformis athenae
Glaphyridae,Eulasia pareyssei
Glaphyridae,Eulasia vittata
Glaphyridae,Pygopleurus apicalis
Glaphyridae,Pygopleurus chrysonotus
Glaphyridae,Pygopleurus distinctus
Glaphyridae,Pygopleurus foina
Glaphyridae,Pygopleurus scutellatus
Glaphyridae,Pygopleurus vulpes
Glyphipterigidae,Glyphipterix
Glyphipterigidae,Glyphipterix fuscoviridella
Glyphipterigidae,Glyphipterix simpliciella
Gracillariidae,Phyllonorycter
Gryllidae,Oecanthus dulcisonans
Gryllidae,Oecanthus pellucens
Halictidae,Ceylalictus
Halictidae,Ceylalictus variegatus
Halictidae,Dialictus
Halictidae,Dufourea
Halictidae,Dufourea alpina
Halictidae,Dufourea dentiventris
Halictidae,Dufourea minuta
Halictidae,Dufourea trautmanni
Halictidae,Evylaeus
Halictidae,Halictidae
Halictidae,Halictinae
Halictidae,Halictus
Halictidae,Halictus asperulus
Halictidae,Halictus brunnescens
Halictidae,Halictus cephalicus
Halictidae,Halictus cochlearitarsis
Halictidae,Halictus compressus
Halictidae,Halictus concinnus
Halictidae,Halictus confusus
Halictidae,Halictus crenicornis
Halictidae,Halictus frontalis
Halictidae,Halictus fulvipes
Halictidae,Halictus gavarnicus
Halictidae,Halictus gemmeus
Halictidae,Halictus graecus
Halictidae,Halictus holomelaenus
Halictidae,Halictus kessleri
Halictidae,Halictus langobardicus
Halictidae,Halictus leucaheneus
Halictidae,Halictus maculatus
Halictidae,Halictus microcardia
Halictidae,Halictus patellatus
Halictidae,Halictus phryganicus
Halictidae,Halictus pollinosus
Halictidae,Halictus pulvereus
Halictidae,Halictus pyrenaeus
Halictidae,Halictus quadricinctus
Halictidae,Halictus resurgens
Halictidae,Halictus rubicundus
Halictidae,Halictus scabiosae
Halictidae,Halictus seladonius
Halictidae,Halictus semitectus
Halictidae,Halictus senilis
Halictidae,Halictus sexcinctus
Halictidae,Halictus simplex
Halictidae,Halictus smaragdulus
Halictidae,Halictus sp.
Halictidae,Halictus subauratus
Halictidae,Halictus tectus
Halictidae,Halictus tetrazonianellus
Halictidae,Halictus tetrazonius
Halictidae,Halictus tridivisus
Halictidae,Halictus tumulorum
Halictidae,Halictus vestitus
Halictidae,Hexataenites
Halictidae,Lasioglossum
Halictidae,Lasioglossum aeratum
Halictidae,Lasioglossum albipes
Halictidae,Lasioglossum albocinctum
Halictidae,Lasioglossum albovirens
Halictidae,Lasioglossum algericolellum
Halictidae,Lasioglossum anellum
Halictidae,Lasioglossum angusticeps
Halictidae,Lasioglossum angustipes
Halictidae,Lasioglossum arctifrons
Halictidae,Lasioglossum bavaricum
Halictidae,Lasioglossum bimaculatum
Halictidae,Lasioglossum bluethgeni
Halictidae,Lasioglossum brevicorne
Halictidae,Lasioglossum buccale
Halictidae,Lasioglossum calceatum
Halictidae,Lasioglossum callizonium
Halictidae,Lasioglossum capitale
Halictidae,Lasioglossum chalcodes
Halictidae,Lasioglossum clypeare
Halictidae,Lasioglossum collopiense
Halictidae,Lasioglossum convexiusculum
Halictidae,Lasioglossum corvinum
Halictidae,Lasioglossum costulatum
Halictidae,Lasioglossum crassepunctatum
Halictidae,Lasioglossum cristula
Halictidae,Lasioglossum cupromicans
Halictidae,Lasioglossum damascenum
Halictidae,Lasioglossum discum
Halictidae,Lasioglossum dusmeti
Halictidae,Lasioglossum fratellum
Halictidae,Lasioglossum fulvicorne
Halictidae,Lasioglossum glabriusculum
Halictidae,Lasioglossum griseolum
Halictidae,Lasioglossum haesitans
Halictidae,Lasioglossum intermedium
Halictidae,Lasioglossum interruptum
Halictidae,Lasioglossum laevigatum
Halictidae,Lasioglossum laterale
Halictidae,Lasioglossum laticeps
Halictidae,Lasioglossum laticeps hellenicus
Halictidae,Lasioglossum lativentre
Halictidae,Lasioglossum leucopus
Halictidae,Lasioglossum leucozonium
Halictidae,Lasioglossum limbelloides
Halictidae,Lasioglossum limbellum
Halictidae,Lasioglossum lineare
Halictidae,Lasioglossum littorale
Halictidae,Lasioglossum loetum
Halictidae,Lasioglossum longirostre
Halictidae,Lasioglossum lucidulum
Halictidae,Lasioglossum majus
Halictidae,Lasioglossum malachurum
Halictidae,Lasioglossum mandibulare
Halictidae,Lasioglossum marginatum
Halictidae,Lasioglossum marginellum
Halictidae,Lasioglossum maurusium
Halictidae,Lasioglossum medinai
Halictidae,Lasioglossum mediterraneum
Halictidae,Lasioglossum mesosclerum
Halictidae,Lasioglossum minutissimum
Halictidae,Lasioglossum minutulum
Halictidae,Lasioglossum morio
Halictidae,Lasioglossum nigripes
Halictidae,Lasioglossum nitidiusculum
Halictidae,Lasioglossum nitidulum
Halictidae,Lasioglossum nitidulum fudakowskii
Halictidae,Lasioglossum obscuratum
Halictidae,Lasioglossum pallens
Halictidae,Lasioglossum parvulum
Halictidae,Lasioglossum pauperatum
Halictidae,Lasioglossum pauxillum
Halictidae,Lasioglossum perclavipes
Halictidae,Lasioglossum politum
Halictidae,Lasioglossum prasinum
Halictidae,Lasioglossum punctatissimum
Halictidae,Lasioglossum puncticolle
Halictidae,Lasioglossum pygmaeum
Halictidae,Lasioglossum pygmaeum patulum
Halictidae,Lasioglossum quadrinotatulum
Halictidae,Lasioglossum quadrinotatum
Halictidae,Lasioglossum rufitarse
Halictidae,Lasioglossum semilucens
Halictidae,Lasioglossum setulellum
Halictidae,Lasioglossum setulosum
Halictidae,Lasioglossum sexmaculatum
Halictidae,Lasioglossum sexnotatum
Halictidae,Lasioglossum sexstrigatum
Halictidae,Lasioglossum smeathmanellum
Halictidae,Lasioglossum spec
Halictidae,Lasioglossum sphecodimorphum
Halictidae,Lasioglossum strictifrons
Halictidae,Lasioglossum subaenescens
Halictidae,Lasioglossum subfasciatum
Halictidae,Lasioglossum subhirtum
Halictidae,Lasioglossum transitorium
Halictidae,Lasioglossum tricinctum
Halictidae,Lasioglossum villosulum
Halictidae,Lasioglossum viride
Halictidae,Lasioglossum xanthopus
Halictidae,Lasioglossum zonulum
Halictidae,Nomia
Halictidae,Nomioides deceptor
Halictidae,Nomioides facilis
Halictidae,Nomioides fortunatus
Halictidae,Nomioides minutissimus
Halictidae,Pseudapis
Halictidae,Pseudapis bispinosa
Halictidae,Pseudapis diversipes
Halictidae,Pseudapis unidentata
Halictidae,Rophites algirus
Halictidae,Rophites canus
Halictidae,Rophites quinquespinosus
Halictidae,Seladonia
Halictidae,Seladonia confusa
Halictidae,Seladonia gemmea
Halictidae,Seladonia submediterranea
Halictidae,Sphecodes
Halictidae,Sphecodes albilabris
Halictidae,Sphecodes alternatus
Halictidae,Sphecodes crassanus
Halictidae,Sphecodes crassus
Halictidae,Sphecodes croaticus
Halictidae,Sphecodes ephippius
Halictidae,Sphecodes ferruginatus
Halictidae,Sphecodes geoffrellus
Halictidae,Sphecodes gibbus
Halictidae,Sphecodes hyalinatus
Halictidae,Sphecodes longulus
Halictidae,Sphecodes majalis
Halictidae,Sphecodes miniatus
Halictidae,Sphecodes monilicornis
Halictidae,Sphecodes niger
Halictidae,Sphecodes olivieri
Halictidae,Sphecodes pellucidus
Halictidae,Sphecodes puncticeps
Halictidae,Sphecodes reticulatus
Halictidae,Sphecodes rubicundus
Halictidae,Sphecodes ruficrus
Halictidae,Sphecodes rufiventris
Halictidae,Sphecodes scabricollis
Halictidae,Sphecodes schenckii
Halictidae,Sphecodes spinulosus
Halictidae,Systropha
Halictidae,Systropha curvicornis
Halictidae,Systropha planidens
Heleomyzidae,Suillia affinis
Heleomyzidae,Suillia flava
Heleomyzidae,Suillia variegata
Heleomyzidae,Trixoscelis
Heloridae,Helorus ruficornis
Hemerobiidae,Hemerobiidae
Hepialidae,Hepialus humuli
Hepialidae,Korscheltellus lupulina
Hepialidae,Triodia sylvina
Hesperiidae,Carcharodus
Hesperiidae,Carcharodus alceae
Hesperiidae,Carcharodus lavatherae
Hesperiidae,Carterocephalus palaemon
Hesperiidae,Carterocephalus silvicola
Hesperiidae,Erynnis tages
Hesperiidae,Gegenes
Hesperiidae,Gegenes nostrodamus
Hesperiidae,Gegenes pumilio
Hesperiidae,Hesperia
Hesperiidae,Hesperia comma
Hesperiidae,Hesperiidae
Hesperiidae,Heteropterus morpheus
Hesperiidae,Hylephila phylaeus
Hesperiidae,Lon zabulon
Hesperiidae,Muschampia
Hesperiidae,Ochlodes sylvanoides
Hesperiidae,Ochlodes sylvanus
Hesperiidae,Pelopidas thrax
Hesperiidae,Pyrgus
Hesperiidae,Pyrgus alveus
Hesperiidae,Pyrgus armoricanus
Hesperiidae,Pyrgus carthami
Hesperiidae,Pyrgus centaureae
Hesperiidae,Pyrgus malvae
Hesperiidae,Pyrgus malvoides
Hesperiidae,Pyrgus onopordi
Hesperiidae,Pyrgus serratulae
Hesperiidae,Pyrgus sidae
Hesperiidae,Spialia orbifer
Hesperiidae,Spialia sertorius
Hesperiidae,Thymelicus
Hesperiidae,Thymelicus acteon
Hesperiidae,Thymelicus acteon christi
Hesperiidae,Thymelicus lineola
Hesperiidae,Thymelicus sylvestris
Hesperiidae,Urbicola
Hybotidae,Bicellaria
Hybotidae,Bicellaria austriaca
Hybotidae,Bicellaria sulcata
Hybotidae,Bicellaria vana
Hybotidae,Crossopalpus
Hybotidae,Hybos culiciformis
Hybotidae,Hybos grossipes
Hybotidae,Platypalpus
Hybotidae,Platypalpus agilis
Hybotidae,Platypalpus longicornis
Hybotidae,Platypalpus luteus
Hybotidae,Platypalpus nigritarsis
Hybotidae,Platypalpus pseudorapidus
Hybotidae,Platypalpus stigmatellus
Ichneumonidae,Aclastus
Ichneumonidae,Aclastus micator
Ichneumonidae,Aconias tarsatus
